"","Genet","Ramet","Year","Month1","stage2","PrevStage","PrevYear","NextStage","NextYear","firstYear","firstStage","lastYear","lastStage"
"2008","725",NA,1997,"J","Dead","SR",1996,NA,NA,1995,"SR",1997,"Dead"
"2009","731",NA,1995,"M","SR",NA,NA,"SR",1996,1995,"SR",2000,"Dead"
"2010","731",NA,1995,"J","SR",NA,NA,"PD",1996,1995,"SR",2000,"Dead"
"2011","731",NA,1996,"M","SR","SR",1995,"SR",1997,1995,"SR",2000,"Dead"
"2012","731",NA,1996,"J","PD","SR",1995,"SR",1997,1995,"SR",2000,"Dead"
"2013","731",NA,1997,"M","SR","SR",1996,"SR",1998,1995,"SR",2000,"Dead"
"2014","731",NA,1997,"J","SR","PD",1996,"SR",1998,1995,"SR",2000,"Dead"
"2015","731",NA,1998,"M","SR","SR",1997,"UK",1999,1995,"SR",2000,"Dead"
"2016","731",NA,1998,"J","SR","SR",1997,"SR",1999,1995,"SR",2000,"Dead"
"2017","731",NA,1999,"M","UK","SR",1998,"Dead",2000,1995,"SR",2000,"Dead"
"2018","731",NA,1999,"J","SR","SR",1998,NA,NA,1995,"SR",2000,"Dead"
"2019","731",NA,2000,"M","Dead","UK",1999,NA,NA,1995,"SR",2000,"Dead"
"2020","736","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",2000,"Dead"
"2021","736","1",1995,"J","SR",NA,NA,"SR",1996,1995,"SR",2000,"Dead"
"2022","736","1",1996,"M","SR","SR",1995,"SR",1997,1995,"SR",2000,"Dead"
"2023","736","1",1996,"J","SR","SR",1995,"SR",1997,1995,"SR",2000,"Dead"
"2024","736","2",1997,"M","SR","SR",1996,"PD",1998,1995,"SR",2000,"Dead"
"2025","736","2",1997,"J","SR","SR",1996,"PD",1998,1995,"SR",2000,"Dead"
"2026","736","2",1998,"M","PD","SR",1997,"SR",1999,1995,"SR",2000,"Dead"
"2027","736","2",1998,"J","PD","SR",1997,"SR",1999,1995,"SR",2000,"Dead"
"2028","736","3",1999,"M","SR","PD",1998,"Dead",2000,1995,"SR",2000,"Dead"
"2029","736","3",1999,"J","SR","PD",1998,NA,NA,1995,"SR",2000,"Dead"
"2030","736","3",2000,"M","Dead","SR",1999,NA,NA,1995,"SR",2000,"Dead"
"2031","745","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2032","745","1",1995,"J","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2033","745","1",1996,"M","SR","SR",1995,"SR",1997,1995,"SR",1997,"Dead"
"2034","745","1",1996,"J","SR","SR",1995,"Dead",1997,1995,"SR",1997,"Dead"
"2035","745","2",1997,"M","SR","SR",1996,NA,NA,1995,"SR",1997,"Dead"
"2036","745","2",1997,"J","Dead","SR",1996,NA,NA,1995,"SR",1997,"Dead"
"2037","751","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2038","751","1",1995,"J","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2039","751","1",1996,"M","SR","SR",1995,"SR",1997,1995,"SR",1997,"Dead"
"2040","751","1",1996,"J","SR","SR",1995,"Dead",1997,1995,"SR",1997,"Dead"
"2041","751","2",1997,"M","SR","SR",1996,NA,NA,1995,"SR",1997,"Dead"
"2042","751","2",1997,"J","Dead","SR",1996,NA,NA,1995,"SR",1997,"Dead"
"2043","752","1",1998,"M","SR",NA,NA,"SR",1999,1998,"SR",2006,"Dead"
"2044","752","2",1998,"J","SR",NA,NA,"SR",1999,1998,"SR",2006,"Dead"
"2045","752","2",1999,"M","SR","SR",1998,"SR",2000,1998,"SR",2006,"Dead"
"2046","752","2",1999,"J","SR","SR",1998,NA,NA,1998,"SR",2006,"Dead"
"2047","752","2",2000,"M","SR","SR",1999,"SR",2001,1998,"SR",2006,"Dead"
"2048","752","2",2001,"M","SR","SR",2000,"PD",2002,1998,"SR",2006,"Dead"
"2049","752","2",2002,"M","PD","SR",2001,NA,NA,1998,"SR",2006,"Dead"
"2050","752","2",2002,"J","MR",NA,NA,"SR",2003,1998,"SR",2006,"Dead"
"2051","752","2",2003,"J","SR","MR",2002,NA,NA,1998,"SR",2006,"Dead"
"2052","752","2",2003,"J","F","MR",2002,NA,NA,1998,"SR",2006,"Dead"
"2053","752","3",2005,"J","SR",NA,NA,"Dead",2006,1998,"SR",2006,"Dead"
"2054","752","3",2006,"J","Dead","SR",2005,NA,NA,1998,"SR",2006,"Dead"
"2055","753",NA,1999,"M","SR",NA,NA,"SR",2000,1999,"SR",2000,"Dead"
"2056","753",NA,2000,"M","SR","SR",1999,NA,NA,1999,"SR",2000,"Dead"
"2057","753",NA,2000,"J","Dead",NA,NA,NA,NA,1999,"SR",2000,"Dead"
"2058","757",NA,1995,"M","S",NA,NA,"SR",1996,1995,"S",2000,"Dead"
"2059","757",NA,1995,"J","SR",NA,NA,"PD",1996,1995,"S",2000,"Dead"
"2060","757",NA,1996,"M","SR","S",1995,"SR",1997,1995,"S",2000,"Dead"
"2061","757",NA,1996,"J","PD","SR",1995,"PD",1997,1995,"S",2000,"Dead"
"2062","757",NA,1997,"M","SR","SR",1996,"SR",1998,1995,"S",2000,"Dead"
"2063","757",NA,1997,"J","PD","PD",1996,"SR",1998,1995,"S",2000,"Dead"
"2064","757",NA,1998,"M","SR","SR",1997,"SR",1999,1995,"S",2000,"Dead"
"2065","757",NA,1998,"J","SR","PD",1997,"SR",1999,1995,"S",2000,"Dead"
"2066","757",NA,1999,"M","SR","SR",1998,"Dead",2000,1995,"S",2000,"Dead"
"2067","757",NA,1999,"J","SR","SR",1998,NA,NA,1995,"S",2000,"Dead"
"2068","757",NA,2000,"M","Dead","SR",1999,NA,NA,1995,"S",2000,"Dead"
"2069","758",NA,1995,"M","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2070","758",NA,1995,"J","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2071","758",NA,1996,"M","SR","SR",1995,"Dead",1997,1995,"SR",1997,"Dead"
"2072","758",NA,1996,"J","SR","SR",1995,NA,NA,1995,"SR",1997,"Dead"
"2073","758",NA,1997,"M","Dead","SR",1996,NA,NA,1995,"SR",1997,"Dead"
"2074","760","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",2000,"Dead"
"2075","760","1",1995,"J","SR",NA,NA,"SR",1996,1995,"SR",2000,"Dead"
"2076","760","1",1996,"M","SR","SR",1995,"SR",1997,1995,"SR",2000,"Dead"
"2077","760","1",1996,"J","SR","SR",1995,"F",1997,1995,"SR",2000,"Dead"
"2078","760","1",1997,"M","SR","SR",1996,"MR",1998,1995,"SR",2000,"Dead"
"2079","760","1",1997,"J","F","SR",1996,"SR",1998,1995,"SR",2000,"Dead"
"2080","760","2",1998,"M","MR","SR",1997,"SR",1999,1995,"SR",2000,"Dead"
"2081","760","2",1998,"J","SR","F",1997,"SR",1999,1995,"SR",2000,"Dead"
"2082","760","2",1999,"M","SR","MR",1998,"SR",2000,1995,"SR",2000,"Dead"
"2083","760","2",1999,"J","SR","SR",1998,"Dead",2000,1995,"SR",2000,"Dead"
"2084","760","2",2000,"M","SR","SR",1999,NA,NA,1995,"SR",2000,"Dead"
"2085","760","2",2000,"J","Dead","SR",1999,NA,NA,1995,"SR",2000,"Dead"
"2086","761","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",2003,"SR"
"2087","761","1",1995,"J","SR",NA,NA,"SR",1996,1995,"SR",2003,"SR"
"2088","761","1",1996,"M","SR","SR",1995,"SR",1997,1995,"SR",2003,"SR"
"2089","761","1",1996,"J","SR","SR",1995,"F",1997,1995,"SR",2003,"SR"
"2090","761","1",1997,"M","SR","SR",1996,"SR",1998,1995,"SR",2003,"SR"
"2091","761","1",1997,"J","F","SR",1996,"SR",1998,1995,"SR",2003,"SR"
"2092","761","2",1998,"M","SR","SR",1997,"SR",1999,1995,"SR",2003,"SR"
"2093","761","2",1998,"J","SR","F",1997,"SR",1999,1995,"SR",2003,"SR"
"2094","761","2",1999,"M","SR","SR",1998,"PD",2000,1995,"SR",2003,"SR"
"2095","761","2",1999,"J","SR","SR",1998,NA,NA,1995,"SR",2003,"SR"
"2096","761","2",2000,"M","PD","SR",1999,"SR",2001,1995,"SR",2003,"SR"
"2097","761","2",2001,"M","SR","PD",2000,"PD",2002,1995,"SR",2003,"SR"
"2098","761","2",2002,"M","PD","SR",2001,NA,NA,1995,"SR",2003,"SR"
"2099","761","2",2002,"J","SR",NA,NA,"SR",2003,1995,"SR",2003,"SR"
"2100","761","2",2003,"J","SR","SR",2002,NA,NA,1995,"SR",2003,"SR"
"2101","762","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",2007,"Dead"
"2102","762","1",1995,"J","SR",NA,NA,"SR",1996,1995,"SR",2007,"Dead"
"2103","762","1",1996,"M","SR","SR",1995,"SR",1997,1995,"SR",2007,"Dead"
"2104","762","1",1996,"J","SR","SR",1995,"SR",1997,1995,"SR",2007,"Dead"
"2105","762","1",1997,"M","SR","SR",1996,"PD",1998,1995,"SR",2007,"Dead"
"2106","762","1",1997,"J","SR","SR",1996,"SR",1998,1995,"SR",2007,"Dead"
"2107","762","1",1998,"M","PD","SR",1997,"SR",1999,1995,"SR",2007,"Dead"
"2108","762","2",1998,"J","SR","SR",1997,"SR",1999,1995,"SR",2007,"Dead"
"2109","762","2",1999,"M","SR","PD",1998,"SR",2000,1995,"SR",2007,"Dead"
"2110","762","2",1999,"J","SR","SR",1998,NA,NA,1995,"SR",2007,"Dead"
"2111","762","2",2000,"M","SR","SR",1999,"SR",2001,1995,"SR",2007,"Dead"
"2112","762","2",2001,"M","SR","SR",2000,"PD",2002,1995,"SR",2007,"Dead"
"2113","762","2",2002,"M","PD","SR",2001,NA,NA,1995,"SR",2007,"Dead"
"2114","762","2",2002,"J","SR",NA,NA,"SR",2003,1995,"SR",2007,"Dead"
"2115","762","2",2003,"J","SR","SR",2002,NA,NA,1995,"SR",2007,"Dead"
"2116","762","2",2003,"J","F","SR",2002,NA,NA,1995,"SR",2007,"Dead"
"2117","762","3",2005,"J","PD",NA,NA,"SR",2006,1995,"SR",2007,"Dead"
"2118","762","3",2006,"J","SR","PD",2005,"Dead",2007,1995,"SR",2007,"Dead"
"2119","762","3",2007,"J","Dead","SR",2006,NA,NA,1995,"SR",2007,"Dead"
"2120","764","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",2001,"Dead"
"2121","764","1",1995,"J","SR",NA,NA,"SR",1996,1995,"SR",2001,"Dead"
"2122","764","1",1996,"M","SR","SR",1995,"SR",1997,1995,"SR",2001,"Dead"
"2123","764","1",1996,"J","SR","SR",1995,"SR",1997,1995,"SR",2001,"Dead"
"2124","764","1",1997,"M","SR","SR",1996,"SR",1998,1995,"SR",2001,"Dead"
"2125","764","1",1997,"J","SR","SR",1996,"F",1998,1995,"SR",2001,"Dead"
"2126","764","1",1998,"M","SR","SR",1997,"PD",1999,1995,"SR",2001,"Dead"
"2127","764","1",1998,"J","F","SR",1997,"SR",1999,1995,"SR",2001,"Dead"
"2128","764","1",1999,"M","PD","SR",1998,"SR",2000,1995,"SR",2001,"Dead"
"2129","764","2",1999,"J","SR","F",1998,NA,NA,1995,"SR",2001,"Dead"
"2130","764","2",2000,"M","SR","PD",1999,"Dead",2001,1995,"SR",2001,"Dead"
"2131","764","2",2001,"M","Dead","SR",2000,NA,NA,1995,"SR",2001,"Dead"
"2132","765","1",1995,"M","SR",NA,NA,"SR",1996,1995,"SR",1996,"Dead"
"2133","765","1",1995,"J","SR",NA,NA,"Dead",1996,1995,"SR",1996,"Dead"
"2134","765","2",1996,"M","SR","SR",1995,NA,NA,1995,"SR",1996,"Dead"
"2135","765","2",1996,"J","Dead","SR",1995,NA,NA,1995,"SR",1996,"Dead"
"2136","766",NA,1995,"M","S",NA,NA,"SR",1996,1995,"S",1996,"Dead"
"2137","766",NA,1995,"J","UK",NA,NA,"Dead",1996,1995,"S",1996,"Dead"
"2138","766",NA,1996,"M","SR","S",1995,NA,NA,1995,"S",1996,"Dead"
"2139","766",NA,1996,"J","Dead","UK",1995,NA,NA,1995,"S",1996,"Dead"
"2140","767",NA,1995,"M","SR",NA,NA,"MR",1996,1995,"SR",2000,"Dead"
"2141","767",NA,1995,"J","SR",NA,NA,"MR",1996,1995,"SR",2000,"Dead"
"2142","767",NA,1996,"M","MR","SR",1995,"MR",1997,1995,"SR",2000,"Dead"
"2143","767",NA,1996,"J","MR","SR",1995,"MR",1997,1995,"SR",2000,"Dead"
"2144","767",NA,1997,"M","MR","MR",1996,"MR",1998,1995,"SR",2000,"Dead"
"2145","767",NA,1997,"J","MR","MR",1996,"SR",1998,1995,"SR",2000,"Dead"
"2146","767",NA,1998,"M","MR","MR",1997,"SR",1999,1995,"SR",2000,"Dead"
"2147","767",NA,1998,"J","SR","MR",1997,"SR",1999,1995,"SR",2000,"Dead"
"2148","767",NA,1999,"M","SR","MR",1998,"Dead",2000,1995,"SR",2000,"Dead"
"2149","767",NA,1999,"J","SR","SR",1998,NA,NA,1995,"SR",2000,"Dead"
"2150","767",NA,2000,"M","Dead","SR",1999,NA,NA,1995,"SR",2000,"Dead"
"2151","768",NA,1995,"M","SR",NA,NA,"SR",1996,1995,"SR",1998,"Dead"
"2152","768",NA,1995,"J","SR",NA,NA,"PD",1996,1995,"SR",1998,"Dead"
"2153","768",NA,1996,"M","SR","SR",1995,"SR",1997,1995,"SR",1998,"Dead"
"2154","768",NA,1996,"J","PD","SR",1995,"SR",1997,1995,"SR",1998,"Dead"
"2155","768",NA,1997,"M","SR","SR",1996,"Dead",1998,1995,"SR",1998,"Dead"
"2156","768",NA,1997,"J","SR","PD",1996,NA,NA,1995,"SR",1998,"Dead"
"2157","768",NA,1998,"M","Dead","SR",1997,NA,NA,1995,"SR",1998,"Dead"
"2158","769",NA,1995,"M","SR",NA,NA,"SR",1996,1995,"SR",1999,"Dead"
"2159","769",NA,1995,"J","SR",NA,NA,"SR",1996,1995,"SR",1999,"Dead"
"2160","769",NA,1996,"M","SR","SR",1995,"SR",1997,1995,"SR",1999,"Dead"
"2161","769",NA,1996,"J","SR","SR",1995,"SR",1997,1995,"SR",1999,"Dead"
"2162","769",NA,1997,"M","SR","SR",1996,"SR",1998,1995,"SR",1999,"Dead"
"2163","769",NA,1997,"J","SR","SR",1996,"SR",1998,1995,"SR",1999,"Dead"
"2164","769",NA,1998,"M","SR","SR",1997,"Dead",1999,1995,"SR",1999,"Dead"
"2165","769",NA,1998,"J","SR","SR",1997,NA,NA,1995,"SR",1999,"Dead"
"2166","769",NA,1999,"M","Dead","SR",1998,NA,NA,1995,"SR",1999,"Dead"
"2167","771","1",1995,"M","S",NA,NA,"SR",1996,1995,"S",2000,"Dead"
"2168","771","1",1995,"J","SR",NA,NA,"SR",1996,1995,"S",2000,"Dead"
"2169","771","1",1996,"M","SR","S",1995,"SR",1997,1995,"S",2000,"Dead"
"2170","771","1",1996,"J","SR","SR",1995,"SR",1997,1995,"S",2000,"Dead"
"2171","771","1",1997,"M","SR","SR",1996,"SR",1998,1995,"S",2000,"Dead"
"2172","771","1",1997,"J","SR","SR",1996,"SR",1998,1995,"S",2000,"Dead"
"2173","771","1",1998,"M","SR","SR",1997,"SR",1999,1995,"S",2000,"Dead"
"2174","771","1",1998,"J","SR","SR",1997,"F",1999,1995,"S",2000,"Dead"
"2175","771","1",1999,"M","SR","SR",1998,"SR",2000,1995,"S",2000,"Dead"
"2176","771","1",1999,"J","F","SR",1998,"Dead",2000,1995,"S",2000,"Dead"
"2177","771","2",2000,"M","SR","SR",1999,NA,NA,1995,"S",2000,"Dead"
"2178","771","2",2000,"J","Dead","F",1999,NA,NA,1995,"S",2000,"Dead"
"2179","772",NA,1995,"M","S",NA,NA,NA,NA,1995,"S",1995,"Dead"
"2180","772",NA,1995,"J","Dead",NA,NA,NA,NA,1995,"S",1995,"Dead"
"2181","773",NA,1995,"M","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2182","773",NA,1995,"J","SR",NA,NA,"SR",1996,1995,"SR",1997,"Dead"
"2183","773",NA,1996,"M","SR","SR",1995,"Dead",1997,1995,"SR",1997,"Dead"
"2184","773",NA,1996,"J","SR","SR",1995,NA,NA,1995,"SR",1997,"Dead"
"2185","773",NA,1997,"M","Dead","SR",1996,NA,NA,1995,"SR",1997,"Dead"
"2186","778","1",2005,"J","SR",NA,NA,"F",2006,2005,"SR",2009,"SR"
"2187","778","1",2006,"J","F","SR",2005,"SR",2007,2005,"SR",2009,"SR"
"2188","778","2",2007,"J","SR","F",2006,"SR",2008,2005,"SR",2009,"SR"
"2189","778","2",2008,"J","SR","SR",2007,"SR",2009,2005,"SR",2009,"SR"
"2190","778","2",2009,"J","SR","SR",2008,NA,NA,2005,"SR",2009,"SR"
"2191","799","1",2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"MR"
"2192","799","1",2006,"J","SR","SR",2005,"F",2007,2005,"SR",2009,"MR"
"2193","799","1",2007,"J","F","SR",2006,"MR",2008,2005,"SR",2009,"MR"
"2194","799","2",2008,"J","MR","F",2007,"MR",2009,2005,"SR",2009,"MR"
"2195","799","2",2009,"J","MR","MR",2008,NA,NA,2005,"SR",2009,"MR"
"2196","801",NA,2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"UK"
"2197","801",NA,2006,"J","SR","SR",2005,"F",2007,2005,"SR",2009,"UK"
"2198","801",NA,2007,"J","F","SR",2006,"UK",2008,2005,"SR",2009,"UK"
"2199","801",NA,2008,"J","UK","F",2007,"UK",2009,2005,"SR",2009,"UK"
"2200","801",NA,2009,"J","UK","UK",2008,NA,NA,2005,"SR",2009,"UK"
"2201","802",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2202","802",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2203","803","1",2000,"M","SR",NA,NA,"PD",2001,2000,"SR",2009,"MR"
"2204","803","1",2001,"M","PD","SR",2000,"PD",2002,2000,"SR",2009,"MR"
"2205","803","1",2002,"M","PD","PD",2001,NA,NA,2000,"SR",2009,"MR"
"2206","803","2",2002,"J","SR",NA,NA,"SR",2003,2000,"SR",2009,"MR"
"2207","803","2",2003,"J","SR","SR",2002,NA,NA,2000,"SR",2009,"MR"
"2208","803","3",2005,"J","SR",NA,NA,"SR",2006,2000,"SR",2009,"MR"
"2209","803","3",2006,"J","SR","SR",2005,"F",2007,2000,"SR",2009,"MR"
"2210","803","3",2007,"J","F","SR",2006,"MR",2008,2000,"SR",2009,"MR"
"2211","803","4",2008,"J","MR","F",2007,"MR",2009,2000,"SR",2009,"MR"
"2212","803","4",2009,"J","MR","MR",2008,NA,NA,2000,"SR",2009,"MR"
"2213","804","1",2000,"M","SR",NA,NA,"PD",2001,2000,"SR",2003,"SR"
"2214","804","1",2001,"M","PD","SR",2000,"PD",2002,2000,"SR",2003,"SR"
"2215","804","2",2002,"M","PD","PD",2001,NA,NA,2000,"SR",2003,"SR"
"2216","804","2",2002,"J","SR",NA,NA,"SR",2003,2000,"SR",2003,"SR"
"2217","804","2",2003,"J","SR","SR",2002,NA,NA,2000,"SR",2003,"SR"
"2218","806",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2219","806",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2220","809",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2221","809",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2222","810","1",2000,"M","SR",NA,NA,"SR",2001,2000,"SR",2009,"SR"
"2223","810","2",2001,"M","SR","SR",2000,"PD",2002,2000,"SR",2009,"SR"
"2224","810","2",2002,"M","PD","SR",2001,NA,NA,2000,"SR",2009,"SR"
"2225","810","2",2002,"J","SR",NA,NA,"SR",2003,2000,"SR",2009,"SR"
"2226","810","2",2003,"J","SR","SR",2002,NA,NA,2000,"SR",2009,"SR"
"2227","810","3",2005,"J","SR",NA,NA,"SR",2006,2000,"SR",2009,"SR"
"2228","810","3",2006,"J","SR","SR",2005,"MR",2007,2000,"SR",2009,"SR"
"2229","810","3",2007,"J","MR","SR",2006,"SR",2008,2000,"SR",2009,"SR"
"2230","810","3",2008,"J","SR","MR",2007,"SR",2009,2000,"SR",2009,"SR"
"2231","810","3",2009,"J","SR","SR",2008,NA,NA,2000,"SR",2009,"SR"
"2232","812",NA,2000,"M","SR",NA,NA,"PD",2001,2000,"SR",2009,"SR"
"2233","812",NA,2001,"M","PD","SR",2000,"PD",2002,2000,"SR",2009,"SR"
"2234","812",NA,2002,"M","PD","PD",2001,NA,NA,2000,"SR",2009,"SR"
"2235","812",NA,2002,"J","SR",NA,NA,"PD",2003,2000,"SR",2009,"SR"
"2236","812",NA,2003,"J","PD","SR",2002,NA,NA,2000,"SR",2009,"SR"
"2237","812",NA,2005,"J","SR",NA,NA,"SR",2006,2000,"SR",2009,"SR"
"2238","812",NA,2006,"J","SR","SR",2005,"SR",2007,2000,"SR",2009,"SR"
"2239","812",NA,2007,"J","SR","SR",2006,"SR",2008,2000,"SR",2009,"SR"
"2240","812",NA,2008,"J","SR","SR",2007,"SR",2009,2000,"SR",2009,"SR"
"2241","812",NA,2009,"J","SR","SR",2008,NA,NA,2000,"SR",2009,"SR"
"2242","813",NA,2000,"M","SR",NA,NA,"MR",2001,2000,"SR",2002,"PD"
"2243","813",NA,2001,"M","MR","SR",2000,"PD",2002,2000,"SR",2002,"PD"
"2244","813",NA,2002,"M","PD","MR",2001,NA,NA,2000,"SR",2002,"PD"
"2245","815",NA,2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"SR"
"2246","815",NA,2006,"J","SR","SR",2005,"MR",2007,2005,"SR",2009,"SR"
"2247","815",NA,2007,"J","MR","SR",2006,"SR",2008,2005,"SR",2009,"SR"
"2248","815",NA,2008,"J","SR","MR",2007,"SR",2009,2005,"SR",2009,"SR"
"2249","815",NA,2009,"J","SR","SR",2008,NA,NA,2005,"SR",2009,"SR"
"2250","818",NA,2000,"M","SR",NA,NA,"SR",2001,2000,"SR",2002,"PD"
"2251","818",NA,2001,"M","SR","SR",2000,"PD",2002,2000,"SR",2002,"PD"
"2252","818",NA,2002,"M","PD","SR",2001,NA,NA,2000,"SR",2002,"PD"
"2253","820",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2254","820",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2255","826",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2256","826",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2257","827",NA,2000,"M","MR",NA,NA,"Dead",2001,2000,"MR",2001,"Dead"
"2258","827",NA,2001,"M","Dead","MR",2000,NA,NA,2000,"MR",2001,"Dead"
"2259","829","1",2000,"M","SR",NA,NA,"SR",2001,2000,"SR",2002,"PD"
"2260","829","2",2001,"M","SR","SR",2000,"PD",2002,2000,"SR",2002,"PD"
"2261","829","2",2002,"M","PD","SR",2001,NA,NA,2000,"SR",2002,"PD"
"2262","833","1",2000,"M","SR",NA,NA,"PD",2001,2000,"SR",2009,"F"
"2263","833","1",2001,"M","PD","SR",2000,"PD",2002,2000,"SR",2009,"F"
"2264","833","1",2002,"M","PD","PD",2001,NA,NA,2000,"SR",2009,"F"
"2265","833","1",2002,"J","SR",NA,NA,"SR",2003,2000,"SR",2009,"F"
"2266","833","1",2003,"J","SR","SR",2002,NA,NA,2000,"SR",2009,"F"
"2267","833","2",2005,"J","MR",NA,NA,"SR",2006,2000,"SR",2009,"F"
"2268","833","2",2006,"J","SR","MR",2005,"SR",2007,2000,"SR",2009,"F"
"2269","833","2",2007,"J","SR","SR",2006,"SR",2008,2000,"SR",2009,"F"
"2270","833","2",2008,"J","SR","SR",2007,"F",2009,2000,"SR",2009,"F"
"2271","833","2",2009,"J","F","SR",2008,NA,NA,2000,"SR",2009,"F"
"2272","834",NA,2000,"M","SR",NA,NA,"SR",2001,2000,"SR",2009,"UK"
"2273","834",NA,2001,"M","SR","SR",2000,"PD",2002,2000,"SR",2009,"UK"
"2274","834",NA,2002,"M","PD","SR",2001,NA,NA,2000,"SR",2009,"UK"
"2275","834",NA,2002,"J","SR",NA,NA,"SR",2003,2000,"SR",2009,"UK"
"2276","834",NA,2003,"J","SR","SR",2002,NA,NA,2000,"SR",2009,"UK"
"2277","834",NA,2005,"J","SR",NA,NA,"SR",2006,2000,"SR",2009,"UK"
"2278","834",NA,2006,"J","SR","SR",2005,"F",2007,2000,"SR",2009,"UK"
"2279","834",NA,2007,"J","F","SR",2006,"UK",2008,2000,"SR",2009,"UK"
"2280","834",NA,2008,"J","UK","F",2007,"UK",2009,2000,"SR",2009,"UK"
"2281","834",NA,2009,"J","UK","UK",2008,NA,NA,2000,"SR",2009,"UK"
"2282","837",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2283","837",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2284","838",NA,2000,"M","SR",NA,NA,"SR",2001,2000,"SR",2003,"Dead"
"2285","838",NA,2001,"M","SR","SR",2000,"PD",2002,2000,"SR",2003,"Dead"
"2286","838",NA,2002,"M","PD","SR",2001,NA,NA,2000,"SR",2003,"Dead"
"2287","838",NA,2002,"J","MR",NA,NA,"Dead",2003,2000,"SR",2003,"Dead"
"2288","838",NA,2003,"J","Dead","MR",2002,NA,NA,2000,"SR",2003,"Dead"
"2289","839",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2290","839",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2291","840",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2292","840",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2293","841",NA,2000,"M","SR",NA,NA,"SR",2001,2000,"SR",2002,"PD"
"2294","841",NA,2001,"M","SR","SR",2000,"PD",2002,2000,"SR",2002,"PD"
"2295","841",NA,2002,"M","PD","SR",2001,NA,NA,2000,"SR",2002,"PD"
"2296","842",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2297","842",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2298","843",NA,2002,"M","PD",NA,NA,NA,NA,2002,"PD",2002,"Dead"
"2299","843",NA,2002,"J","Dead",NA,NA,NA,NA,2002,"PD",2002,"Dead"
"2300","844",NA,2000,"M","SR",NA,NA,"SR",2001,2000,"SR",2003,"Dead"
"2301","844",NA,2001,"M","SR","SR",2000,"PD",2002,2000,"SR",2003,"Dead"
"2302","844",NA,2002,"M","PD","SR",2001,NA,NA,2000,"SR",2003,"Dead"
"2303","844",NA,2002,"J","MR",NA,NA,"Dead",2003,2000,"SR",2003,"Dead"
"2304","844",NA,2003,"J","Dead","MR",2002,NA,NA,2000,"SR",2003,"Dead"
"2305","846",NA,2000,"M","SR",NA,NA,"Dead",2001,2000,"SR",2001,"Dead"
"2306","846",NA,2001,"M","Dead","SR",2000,NA,NA,2000,"SR",2001,"Dead"
"2307","847","1",2005,"J","SR",NA,NA,"SR",2006,2005,"SR",2009,"UK"
"2308","847","1",2006,"J","SR","SR",2005,"SR",2007,2005,"SR",2009,"UK"
"2309","847","1",2007,"J","SR","SR",2006,"SR",2008,2005,"SR",2009,"UK"
"2310","847","2",2008,"J","SR","SR",2007,"UK",2009,2005,"SR",2009,"UK"
"2311","847","2",2009,"J","UK","SR",2008,NA,NA,2005,"SR",2009,"UK"
